"count","city","county","road","number","type","type2","area","area2","GeoJson"
4,"台中市","神岡區","山皮段","266-21","特定農業區","農牧用地",2050,2050,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.64321258231,24.245049863318],[120.64328781776,24.245204690537],[120.64327214581,24.245215894085],[120.64325193526,24.245187164594],[120.64313637292,24.245092707779],[120.64308575911,24.245052279081],[120.64303932709,24.245028139211],[120.64298267089,24.245032269854],[120.642925166,24.245037561272],[120.64288164003,24.245032420381],[120.64285241076,24.245054444759],[120.64284436288,24.245060239811],[120.64282792878,24.245041596627],[120.64274238423,24.244945659584],[120.64279401474,24.244773300534],[120.64278479395,24.244744984376],[120.64288183651,24.244659165815],[120.64265875485,24.244466782057],[120.64276848851,24.244377505001],[120.64289831088,24.244511917959],[120.64297121269,24.244593871795],[120.64298978305,24.244604380459],[120.64304286916,24.244667683159],[120.64321258231,24.245049863318]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""神岡區"",""段名"":""山皮段"",""地號"":2660021,""ymax"":24.245215894085,""ymin"":24.244377505001,""xmax"":120.64328781776,""xmin"":120.64265875485,""xcenter"":120.6429732863,""ycenter"":24.244796699543}}]}"
5,"台中市","神岡區","山皮段","266-23","特定農業區","農牧用地",935,935,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.64285629272,24.244269571783],[120.64294915591,24.244469401696],[120.64296807974,24.244504717342],[120.64304286916,24.244667683159],[120.64298978305,24.244604380459],[120.64297121269,24.244593871795],[120.64289831088,24.244511917959],[120.64276848851,24.244377505001],[120.64272886031,24.244339039954],[120.64258666259,24.244246458165],[120.64257061671,24.244240218939],[120.64254105907,24.244228521628],[120.64265049872,24.244093120024],[120.64268577355,24.244025373534],[120.64276512175,24.244069358188],[120.64285629272,24.244269571783]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""神岡區"",""段名"":""山皮段"",""地號"":2660023,""ymax"":24.244667683159,""ymin"":24.244025373534,""xmax"":120.64304286916,""xmin"":120.64254105907,""xcenter"":120.64279196411,""ycenter"":24.244346528347}}]}"
6,"台中市","神岡區","山皮段","266-28","特定農業區","農牧用地",3172,3172,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.64332396198,24.245279968899],[120.64320778767,24.245404890079],[120.6428777758,24.245659541735],[120.64252463618,24.245264914963],[120.64267670317,24.245154032052],[120.64282792878,24.245041596627],[120.64284436288,24.245060239811],[120.64285241076,24.245054444759],[120.64287095954,24.245072705308],[120.64290695663,24.245049146424],[120.64304856742,24.245049478671],[120.64312032474,24.245087243798],[120.64322153299,24.245175077838],[120.64326155621,24.245223621181],[120.64327214581,24.245215894085],[120.64328781776,24.245204690537],[120.64332396198,24.245279968899]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""神岡區"",""段名"":""山皮段"",""地號"":2660028,""ymax"":24.245659541735,""ymin"":24.245041596627,""xmax"":120.64332396198,""xmin"":120.64252463618,""xcenter"":120.64292429908,""ycenter"":24.245350569181}}]}"
7,"台中市","神岡區","山皮段","274-4","特定農業區","農牧用地",2135,2135,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.64183108339,24.245669872322],[120.64179766675,24.245677545582],[120.64176328961,24.245726301752],[120.64165103475,24.245658595733],[120.64145274585,24.245368206826],[120.64125276479,24.245078588861],[120.64123676778,24.245054907788],[120.64116774287,24.245098155791],[120.64113790596,24.245035294875],[120.64130684782,24.244936856206],[120.64132957572,24.244972181017],[120.64143858182,24.245142980162],[120.64164458353,24.245396178039],[120.6417162696,24.245308362544],[120.64184102782,24.245439663694],[120.64204512001,24.24562037608],[120.64205229108,24.245625819292],[120.64204635889,24.245630844086],[120.64191337074,24.24572122866],[120.64183108339,24.245669872322]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""神岡區"",""段名"":""山皮段"",""地號"":2740004,""ymax"":24.245726301752,""ymin"":24.244936856206,""xmax"":120.64205229108,""xmin"":120.64113790596,""xcenter"":120.64159509852,""ycenter"":24.245331578979}}]}"
8,"台中市","神岡區","山皮段","274-5","特定農業區","農牧用地",3177,3177,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.64204512001,24.24562037608],[120.64184102782,24.245439663694],[120.6417162696,24.245308362544],[120.64164458353,24.245396178039],[120.64143858182,24.245142980162],[120.64132957572,24.244972181017],[120.64130684782,24.244936856206],[120.64113790596,24.245035294875],[120.64112193725,24.24500153636],[120.64128664428,24.244905800899],[120.64130781496,24.24489344773],[120.64122842014,24.244715353981],[120.64130588069,24.244678714963],[120.64142016759,24.24462433327],[120.64159857776,24.244918163782],[120.64160026212,24.244920493325],[120.64172873531,24.245083586194],[120.64185855945,24.245217224836],[120.64196818769,24.245317094995],[120.64213220493,24.245467868075],[120.64219924615,24.245529265901],[120.64219290318,24.245530026178],[120.64206076393,24.245619250091],[120.64205229108,24.245625819292],[120.64204512001,24.24562037608]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""神岡區"",""段名"":""山皮段"",""地號"":2740005,""ymax"":24.245625819292,""ymin"":24.24462433327,""xmax"":120.64219924615,""xmin"":120.64112193725,""xcenter"":120.6416605917,""ycenter"":24.245125076281}}]}"
9,"台中市","神岡區","山皮段","274-7","特定農業區","農牧用地",2742,2742,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.64253233636,24.2458374124],[120.64219924615,24.245529265901],[120.6422051664,24.245528504629],[120.64235424786,24.245427304931],[120.64228086148,24.245367442641],[120.64214716288,24.245258601393],[120.64208432082,24.245207290919],[120.64229697889,24.245045775809],[120.64230414127,24.245054319759],[120.64281235256,24.245624116939],[120.64258783198,24.245794907196],[120.64253233636,24.2458374124]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""神岡區"",""段名"":""山皮段"",""地號"":2740007,""ymax"":24.2458374124,""ymin"":24.245045775809,""xmax"":120.64281235256,""xmin"":120.64208432082,""xcenter"":120.64244833669,""ycenter"":24.245441594104}}]}"
10,"台中市","神岡區","山皮段","274-11","特定農業區","農牧用地",2743,2743,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.64185855945,24.245217224836],[120.64172873531,24.245083586194],[120.64160026212,24.244920493325],[120.64196245967,24.244644989965],[120.64229697889,24.245045775809],[120.64208432082,24.245207290919],[120.64214716288,24.245258601393],[120.64196818769,24.245317094995],[120.64185855945,24.245217224836]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""神岡區"",""段名"":""山皮段"",""地號"":2740011,""ymax"":24.245317094995,""ymin"":24.244644989965,""xmax"":120.64229697889,""xmin"":120.64160026212,""xcenter"":120.6419486205,""ycenter"":24.24498104248}}]}"
11,"台中市","神岡區","山皮段","274-12","特定農業區","農牧用地",2742,2742,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.64090504167,24.244563816359],[120.64092251667,24.244512694918],[120.6412143533,24.244455631462],[120.64150660588,24.244400894001],[120.64157131331,24.24454058101],[120.64182764151,24.244483432736],[120.64196245967,24.244644989965],[120.64160026212,24.244920493325],[120.64159857776,24.244918163782],[120.64142016759,24.24462433327],[120.64130588069,24.244678714963],[120.64122842014,24.244715353981],[120.6411958274,24.244730780976],[120.64119121773,24.244716429054],[120.64114288679,24.24461592771],[120.64103467552,24.244614122102],[120.64097631335,24.244623674319],[120.64092263587,24.244620834494],[120.64090504167,24.244563816359]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""神岡區"",""段名"":""山皮段"",""地號"":2740012,""ymax"":24.244920493325,""ymin"":24.244400894001,""xmax"":120.64196245967,""xmin"":120.64090504167,""xcenter"":120.64143375067,""ycenter"":24.244660693663}}]}"
12,"台中市","神岡區","山皮段","274","特定農業區","甲種建築 用地",197,197,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.64213220493,24.245467868075],[120.64228086148,24.245367442641],[120.64235424786,24.245427304931],[120.6422051664,24.245528504629],[120.64219924615,24.245529265901],[120.64213220493,24.245467868075]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""神岡區"",""段名"":""山皮段"",""地號"":2740000,""ymax"":24.245529265901,""ymin"":24.245367442641,""xmax"":120.64235424786,""xmin"":120.64213220493,""xcenter"":120.64224322639,""ycenter"":24.245448354271}}]}"
13,"台中市","神岡區","山皮段","274-10","特定農業區","甲種建築 用地",393,393,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.64214716288,24.245258601393],[120.64228086148,24.245367442641],[120.64213220493,24.245467868075],[120.64196818769,24.245317094995],[120.64214716288,24.245258601393]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""神岡區"",""段名"":""山皮段"",""地號"":2740010,""ymax"":24.245467868075,""ymin"":24.245258601393,""xmax"":120.64228086148,""xmin"":120.64196818769,""xcenter"":120.64212452459,""ycenter"":24.245363234734}}]}"
14,"台中市","神岡區","山皮段","274-13","特定農業區","農牧用地",935,935,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.6410668917,24.244883577339],[120.64097301388,24.244744984094],[120.64091363479,24.244664999203],[120.64089769991,24.244619225268],[120.64092263587,24.244620834494],[120.64097631335,24.244623674319],[120.64103467552,24.244614122102],[120.64114288679,24.24461592771],[120.64119121773,24.244716429054],[120.6411958274,24.244730780976],[120.64122842014,24.244715353981],[120.64130781496,24.24489344773],[120.64128664428,24.244905800899],[120.64112193725,24.24500153636],[120.64111689398,24.244991059374],[120.6410668917,24.244883577339]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""神岡區"",""段名"":""山皮段"",""地號"":2740013,""ymax"":24.24500153636,""ymin"":24.244614122102,""xmax"":120.64130781496,""xmin"":120.64089769991,""xcenter"":120.64110275743,""ycenter"":24.244807829231}}]}"
15,"台中市","神岡區","山皮段","282-1","特定農業區","水利用地",365,"308 （部份）","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.6428777758,24.245659541735],[120.64294730729,24.245737611706],[120.6429662551,24.245764400292],[120.64305643841,24.245864611643],[120.64304032416,24.245882790856],[120.64296573178,24.245800445496],[120.64293919878,24.245765111999],[120.64281235256,24.245624116939],[120.64230414127,24.245054319759],[120.64229697889,24.245045775809],[120.64196245967,24.244644989965],[120.64182764151,24.244483432736],[120.64176191909,24.244404208431],[120.64150145331,24.243976851754],[120.64149303811,24.243962878469],[120.64145095343,24.24389611279],[120.64144311938,24.243674776959],[120.64125411942,24.243690998156],[120.64100613266,24.243788862749],[120.64085113734,24.24388888441],[120.64081638876,24.243919422487],[120.64076511183,24.243965037785],[120.64075918403,24.243968512155],[120.64039876604,24.244061846732],[120.64020507628,24.244092008993],[120.63983537854,24.244177955961],[120.63973089899,24.244202127193],[120.63967258168,24.244195787582],[120.63956515836,24.244214525385],[120.63942094015,24.244239765064],[120.63927846849,24.244245241349],[120.63925724963,24.244274648346],[120.63918577783,24.244286106779],[120.63916566237,24.244224043722],[120.63925741575,24.244215734146],[120.63929673379,24.244213889368],[120.63941974738,24.244213018112],[120.63965870629,24.244169398196],[120.63972800984,24.244177314208],[120.6401937131,24.244074152708],[120.64038950552,24.24404787139],[120.64041192795,24.244041335242],[120.6407490726,24.243956472807],[120.64085161337,24.243869893327],[120.6410019501,24.243772961443],[120.6411493363,24.243672921681],[120.64119038414,24.243657127031],[120.64123056155,24.243650245028],[120.64126226293,24.243651094956],[120.64142467964,24.243617756884],[120.64155803109,24.243547916146],[120.64161044868,24.243547652007],[120.64146809536,24.243662045134],[120.64147802239,24.24389075022],[120.6414872765,24.243907051058],[120.64159248725,24.244074352804],[120.64179278825,24.244400405137],[120.64181469464,24.244427200831],[120.64209190752,24.244761960897],[120.64228654531,24.244997689372],[120.64252463618,24.245264914963],[120.6428777758,24.245659541735]]],[[[120.64265129118,24.243809401523],[120.64236582102,24.243706793119],[120.64204361751,24.243588981531],[120.64191475051,24.243566972969],[120.64178545543,24.243546901271],[120.64200104379,24.243545858213],[120.64205638784,24.243557228688],[120.64234311905,24.24366216621],[120.64263155026,24.243764006419],[120.64265129118,24.243809401523]]],[[[120.64181644158,24.243501237865],[120.64184444267,24.243464869734],[120.64201892248,24.243501326717],[120.64181644158,24.243501237865]]],[[[120.64165206895,24.243478370314],[120.64162368309,24.24350117164],[120.64157084389,24.243501047195],[120.64158947043,24.243491401162],[120.6416432495,24.243457806952],[120.64180422195,24.243487255642],[120.64181305987,24.243501229905],[120.64179446047,24.243501186126],[120.64165206895,24.243478370314]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""神岡區"",""段名"":""山皮段"",""地號"":2820001,""ymax"":24.245882790856,""ymin"":24.243457806952,""xmax"":120.64305643841,""xmin"":120.63916566237,""xcenter"":120.64111105039,""ycenter"":24.244670298904}}]}"
1,"台中市","神岡區","下溪洲段後壁厝小段","448-1","特定農業區","農牧用地",3640,3640,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.67567874606,24.270147496849],[120.67540321185,24.270103233787],[120.675404685,24.270097443294],[120.6754112483,24.270001639451],[120.67543194829,24.269890713193],[120.67544670132,24.269824340681],[120.67562560397,24.269824276769],[120.67588423448,24.269824382614],[120.67598681343,24.269823709904],[120.67615940347,24.270012593646],[120.6761549954,24.270025508527],[120.67609836295,24.270119868764],[120.67607236558,24.270211174594],[120.67567874606,24.270147496849]]],[[[120.67601560449,24.269780987463],[120.67585080123,24.269780636227],[120.67542396455,24.269780171368],[120.6754264349,24.269764578385],[120.67547065428,24.269581059012],[120.67574277533,24.269628879983],[120.67611353883,24.269694737193],[120.67601560449,24.269780987463]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""神岡區"",""段名"":""下溪洲段後壁厝小段"",""地號"":4480001,""ymax"":24.270211174594,""ymin"":24.269581059012,""xmax"":120.67615940347,""xmin"":120.67540321185,""xcenter"":120.67578130766,""ycenter"":24.269896116803}}]}"
